x,y,z
-0.014999999999999986,0.15100000000000002,0
-0.015999999999999986,0.15000000000000002,0
-0.016999999999999987,0.15000000000000002,0
-0.017999999999999988,0.14900000000000002,0
-0.01899999999999999,0.14900000000000002,0
-0.02099999999999999,0.14700000000000002,0
-0.021999999999999992,0.14700000000000002,0
-0.023999999999999994,0.14500000000000002,0
-0.024999999999999994,0.14500000000000002,0
-0.033999999999999975,0.136,0
-0.033999999999999975,0.135,0
-0.03699999999999998,0.132,0
-0.03699999999999998,0.131,0
-0.03799999999999998,0.13,0
-0.03799999999999998,0.129,0
-0.03899999999999998,0.128,0
-0.03899999999999998,0.127,0
-0.03999999999999998,0.126,0
-0.03999999999999998,0.125,0
-0.04099999999999998,0.12400000000000001,0
-0.04099999999999998,0.12300000000000001,0
-0.04199999999999998,0.12200000000000001,0
-0.04199999999999998,0.12100000000000001,0
-0.04299999999999998,0.12000000000000001,0
-0.04299999999999998,0.117,0
-0.043999999999999984,0.116,0
-0.043999999999999984,0.112,0
-0.044999999999999984,0.111,0
-0.044999999999999984,0.09800000000000002,0
-0.043999999999999984,0.09700000000000002,0
-0.043999999999999984,0.09300000000000001,0
-0.04299999999999998,0.09200000000000001,0
-0.04299999999999998,0.08900000000000001,0
-0.04199999999999998,0.08800000000000001,0
-0.04199999999999998,0.08700000000000001,0
-0.04099999999999998,0.08600000000000001,0
-0.04099999999999998,0.085,0
-0.03999999999999998,0.084,0
-0.03999999999999998,0.083,0
-0.03899999999999998,0.082,0
-0.03899999999999998,0.081,0
-0.03799999999999998,0.08,0
-0.03799999999999998,0.079,0
-0.035999999999999976,0.077,0
-0.035999999999999976,0.076,0
-0.032999999999999974,0.073,0
-0.032999999999999974,0.072,0
-0.025999999999999995,0.06500000000000002,0
-0.024999999999999994,0.06500000000000002,0
-0.021999999999999992,0.06200000000000001,0
-0.02099999999999999,0.06200000000000001,0
-0.01999999999999999,0.06100000000000001,0
-0.01899999999999999,0.06100000000000001,0
-0.016999999999999987,0.05900000000000001,0
-0.015999999999999986,0.05900000000000001,0
-0.014999999999999986,0.05800000000000001,0
-0.013999999999999985,0.05800000000000001,0
-0.012999999999999984,0.05700000000000001,0
-0.010999999999999982,0.05700000000000001,0
-0.009999999999999981,0.05600000000000001,0
-0.00799999999999998,0.05600000000000001,0
-0.0069999999999999785,0.05500000000000001,0
-0.002999999999999975,0.05500000000000001,0
-0.001999999999999974,0.054000000000000006,0
0.009000000000000008,0.054000000000000006,0
0.010000000000000009,0.053000000000000005,0
0.013000000000000012,0.053000000000000005,0
0.014000000000000012,0.052000000000000005,0
0.017000000000000015,0.052000000000000005,0
0.018000000000000016,0.051000000000000004,0
0.019000000000000017,0.051000000000000004,0
0.02100000000000002,0.049,0
0.02200000000000002,0.049,0
0.028000000000000025,0.043,0
0.028000000000000025,0.041999999999999996,0
0.030000000000000027,0.039999999999999994,0
0.030000000000000027,0.03899999999999999,0
0.031000000000000028,0.03800000000000002,0
0.031000000000000028,0.03600000000000002,0
0.03200000000000003,0.03500000000000002,0
0.03200000000000003,0.031000000000000014,0
0.03300000000000003,0.030000000000000013,0
0.03300000000000003,0.023000000000000007,0
0.03200000000000003,0.022000000000000006,0
0.03200000000000003,0.019000000000000003,0
0.031000000000000028,0.018000000000000002,0
0.031000000000000028,0.016,0
0.030000000000000027,0.015,0
0.030000000000000027,0.013999999999999999,0
0.029000000000000026,0.013000000000000012,0
0.029000000000000026,0.01200000000000001,0
0.027000000000000024,0.010000000000000009,0
0.027000000000000024,0.009000000000000008,0
0.02300000000000002,0.0050000000000000044,0
0.02200000000000002,0.0050000000000000044,0
0.020000000000000018,0.0030000000000000027,0
0.019000000000000017,0.0030000000000000027,0
0.018000000000000016,0.0020000000000000018,0
0.016000000000000014,0.0020000000000000018,0
0.015000000000000013,0.0010000000000000009,0
0.013000000000000012,0.0010000000000000009,0
0.01200000000000001,0.0,0
